machine_type,session_id,scenario,timestamp,step,pressure,flow_rate,vibration,state
pump,pump-0065,healthy,2026-01-01T03:40:22+00:00,78,4.5161,95.2799,1.5939,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:23+00:00,79,4.4152,94.4688,1.6012,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:24+00:00,80,4.3199,95.1733,1.7359,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:25+00:00,81,4.3644,93.7315,1.7815,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:26+00:00,82,4.4189,92.1318,1.7309,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:27+00:00,83,4.5447,92.1775,1.7241,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:28+00:00,84,4.492,93.381,1.5635,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:29+00:00,85,4.4617,91.1572,1.6991,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:30+00:00,86,4.3366,90.3991,1.7804,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:31+00:00,87,4.4263,89.8164,1.5393,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:32+00:00,88,4.3889,89.805,1.3467,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:33+00:00,89,4.3276,87.3585,1.2813,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:34+00:00,90,4.3459,87.8503,1.3756,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:35+00:00,91,4.168,86.4442,1.4846,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:36+00:00,92,4.2513,86.6908,1.4001,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:37+00:00,93,4.2582,85.0755,1.2251,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:38+00:00,94,4.3144,86.3721,1.2076,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:39+00:00,95,4.3515,87.6012,1.473,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:40+00:00,96,4.2382,88.2056,1.6273,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:41+00:00,97,4.1841,88.8014,1.5787,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:42+00:00,98,4.2086,91.1081,1.65,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:43+00:00,99,4.2475,94.334,1.8094,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:44+00:00,100,4.2497,91.7454,1.7445,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:45+00:00,101,4.1933,89.9329,1.9014,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:46+00:00,102,4.2542,93.4212,1.9603,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:47+00:00,103,4.2997,93.5941,1.8545,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:48+00:00,104,4.3196,93.4878,1.8467,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:49+00:00,105,4.4027,94.3398,1.7808,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:50+00:00,106,4.3891,94.8348,1.7593,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:51+00:00,107,4.5493,95.3913,1.7948,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:52+00:00,108,4.5189,94.7975,1.7669,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:53+00:00,109,4.4446,96.0484,1.5837,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:54+00:00,110,4.6004,94.3876,1.577,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:55+00:00,111,4.5944,93.757,1.5494,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:56+00:00,112,4.5064,92.5484,1.4971,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:57+00:00,113,4.4878,91.9744,1.4697,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:58+00:00,114,4.4454,92.1523,1.399,NORMAL
pump,pump-0065,healthy,2026-01-01T03:40:59+00:00,115,4.6458,94.2501,1.4345,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:00+00:00,116,4.5429,94.0822,1.5245,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:01+00:00,117,4.4733,94.7188,1.4992,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:02+00:00,118,4.4113,96.6084,1.4189,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:03+00:00,119,4.4103,94.6147,1.4098,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:04+00:00,120,4.4947,94.887,1.3079,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:05+00:00,121,4.5812,93.2489,1.3397,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:06+00:00,122,4.5036,90.9606,1.1592,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:07+00:00,123,4.4404,91.3816,1.1286,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:08+00:00,124,4.4965,90.7427,1.2492,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:09+00:00,125,4.4734,89.4901,1.1704,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:10+00:00,126,4.3516,89.0872,1.1215,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:11+00:00,127,4.3214,90.8725,1.0957,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:12+00:00,128,4.3562,90.7859,1.4415,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:13+00:00,129,4.3904,87.5085,1.3919,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:14+00:00,130,4.5276,87.1694,1.611,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:15+00:00,131,4.4876,86.8336,1.5273,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:16+00:00,132,4.5373,88.7072,1.6199,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:17+00:00,133,4.3757,89.4287,1.5857,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:18+00:00,134,4.5135,91.491,1.6881,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:19+00:00,135,4.4676,91.9235,1.7252,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:20+00:00,136,4.4694,92.6582,1.7168,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:21+00:00,137,4.3737,94.924,1.7407,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:22+00:00,138,4.052,95.7043,1.8481,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:23+00:00,139,4.018,93.9908,1.6566,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:24+00:00,140,4.1805,95.6448,1.6738,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:25+00:00,141,4.331,96.0399,1.5993,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:26+00:00,142,4.3748,96.5393,1.4793,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:27+00:00,143,4.418,94.3503,1.3921,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:28+00:00,144,4.5245,94.4419,1.6031,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:29+00:00,145,4.5485,93.8926,1.6127,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:30+00:00,146,4.5475,92.9414,1.6241,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:31+00:00,147,4.5742,94.0707,1.5872,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:32+00:00,148,4.5971,95.4464,1.614,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:33+00:00,149,4.5049,95.5786,1.4808,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:34+00:00,150,4.5019,95.9519,1.6356,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:35+00:00,151,4.538,95.021,1.4785,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:36+00:00,152,4.3466,92.9569,1.3527,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:37+00:00,153,4.444,92.8535,1.3164,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:38+00:00,154,4.4807,91.8879,1.3978,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:39+00:00,155,4.4152,92.3987,1.5549,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:40+00:00,156,4.3386,91.6798,1.612,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:41+00:00,157,4.3221,90.8777,1.3881,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:42+00:00,158,4.2766,92.3973,1.331,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:43+00:00,159,4.3856,92.5727,1.1902,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:44+00:00,160,4.33,94.0639,1.1206,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:45+00:00,161,4.2877,93.4972,1.2295,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:46+00:00,162,4.2456,94.2329,1.2638,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:47+00:00,163,4.2457,92.4414,1.1635,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:48+00:00,164,4.195,91.6877,1.2004,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:49+00:00,165,4.1717,90.9415,1.1672,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:50+00:00,166,4.2457,90.5018,1.26,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:51+00:00,167,4.3148,92.6286,1.3803,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:52+00:00,168,4.3508,91.7994,1.4169,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:53+00:00,169,4.3716,92.0497,1.4666,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:54+00:00,170,4.404,93.121,1.4534,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:55+00:00,171,4.4355,92.7826,1.5467,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:56+00:00,172,4.4716,93.5893,1.6494,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:57+00:00,173,4.4913,93.6117,1.7112,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:58+00:00,174,4.6551,94.9668,1.7416,NORMAL
pump,pump-0065,healthy,2026-01-01T03:41:59+00:00,175,4.6873,94.2271,1.7548,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:00+00:00,176,4.6698,94.3303,1.6984,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:01+00:00,177,4.5039,95.1651,1.483,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:02+00:00,178,4.4464,93.7545,1.576,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:03+00:00,179,4.3743,95.6169,1.5872,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:04+00:00,180,4.4325,95.2886,1.6803,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:05+00:00,181,4.4406,95.3091,1.7026,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:06+00:00,182,4.5502,95.8528,1.4776,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:07+00:00,183,4.6336,94.0452,1.4573,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:08+00:00,184,4.6585,93.1691,1.3199,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:09+00:00,185,4.6151,93.155,1.3555,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:10+00:00,186,4.4928,91.1568,1.3679,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:11+00:00,187,4.4401,91.7543,1.3698,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:12+00:00,188,4.5012,90.5331,1.4262,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:13+00:00,189,4.4858,91.3263,1.5417,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:14+00:00,190,4.4107,89.7605,1.497,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:15+00:00,191,4.401,91.3472,1.3426,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:16+00:00,192,4.4651,92.197,1.3811,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:17+00:00,193,4.5285,90.7417,1.3791,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:18+00:00,194,4.5388,90.0789,1.3624,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:19+00:00,195,4.4895,93.2891,1.2856,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:20+00:00,196,4.4267,91.553,1.3684,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:21+00:00,197,4.262,91.3997,1.3822,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:22+00:00,198,4.2706,92.8894,1.4469,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:23+00:00,199,4.2842,91.9898,1.2912,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:24+00:00,200,4.2225,93.0213,1.4383,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:25+00:00,201,4.3265,95.3681,1.4026,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:26+00:00,202,4.3172,96.1141,1.4448,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:27+00:00,203,4.3004,96.2139,1.5186,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:28+00:00,204,4.416,96.4935,1.5958,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:29+00:00,205,4.4393,95.2305,1.5803,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:30+00:00,206,4.4863,95.4503,1.6621,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:31+00:00,207,4.4802,98.0528,1.6648,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:32+00:00,208,4.5398,98.3204,1.5107,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:33+00:00,209,4.5756,98.9631,1.5365,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:34+00:00,210,4.5504,100.3041,1.4497,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:35+00:00,211,4.6866,98.5244,1.5504,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:36+00:00,212,4.6312,96.9613,1.5415,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:37+00:00,213,4.7183,97.4566,1.5178,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:38+00:00,214,4.7007,97.4827,1.3369,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:39+00:00,215,4.6389,96.9256,1.3674,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:40+00:00,216,4.7115,94.994,1.6199,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:41+00:00,217,4.6042,92.6431,1.5438,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:42+00:00,218,4.5211,94.098,1.3262,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:43+00:00,219,4.4728,91.3669,1.4201,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:44+00:00,220,4.5223,86.753,1.2935,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:45+00:00,221,4.5259,88.1538,1.2324,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:46+00:00,222,4.552,87.8768,1.3602,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:47+00:00,223,4.4664,89.6342,1.4567,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:48+00:00,224,4.395,90.7524,1.5077,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:49+00:00,225,4.4076,88.1251,1.2734,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:50+00:00,226,4.3173,84.5339,1.0918,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:51+00:00,227,4.3789,84.0623,1.1908,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:52+00:00,228,4.3123,85.4051,1.3173,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:53+00:00,229,4.3065,87.2571,1.411,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:54+00:00,230,4.2832,87.3146,1.2892,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:55+00:00,231,4.2518,87.9789,1.2985,NORMAL
pump,pump-0065,healthy,2026-01-01T03:42:56+00:00,232,4.2222,88.2836,1.2577,NORMAL
pump,pump-0066,degrading,2026-01-01T03:42:57+00:00,0,4.6231,89.0584,1.4245,NORMAL
pump,pump-0066,degrading,2026-01-01T03:42:58+00:00,1,4.5781,90.849,1.5454,NORMAL
pump,pump-0066,degrading,2026-01-01T03:42:59+00:00,2,4.6886,91.3585,1.5449,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:00+00:00,3,4.5488,92.19,1.3682,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:01+00:00,4,4.4468,85.1488,1.4027,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:02+00:00,5,4.528,86.2616,1.5371,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:03+00:00,6,4.6057,87.4335,1.6104,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:04+00:00,7,4.6617,89.4843,1.7114,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:05+00:00,8,4.5779,91.9185,1.7972,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:06+00:00,9,4.685,92.0568,1.8208,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:07+00:00,10,4.6886,91.0603,1.6271,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:08+00:00,11,4.6573,92.7864,1.6202,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:09+00:00,12,4.6467,89.1524,1.47,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:10+00:00,13,4.721,92.1126,1.4974,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:11+00:00,14,4.7296,89.5277,1.711,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:12+00:00,15,4.7882,91.5542,1.705,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:13+00:00,16,4.7445,87.3703,1.6228,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:14+00:00,17,4.6979,86.6431,1.4098,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:15+00:00,18,4.6267,84.0752,1.4653,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:16+00:00,19,4.5947,85.4753,1.4649,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:17+00:00,20,4.5909,87.006,1.5544,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:18+00:00,21,4.6301,86.5052,1.6361,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:19+00:00,22,4.6367,86.3619,1.415,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:20+00:00,23,4.6364,87.0097,1.3373,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:21+00:00,24,4.6763,88.4998,1.4183,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:22+00:00,25,4.6816,87.8231,1.3994,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:23+00:00,26,4.4765,88.9434,1.4375,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:24+00:00,27,4.5423,89.7489,1.4813,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:25+00:00,28,4.6003,88.6582,1.5429,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:26+00:00,29,4.5919,89.5659,1.6862,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:27+00:00,30,4.6013,89.3833,1.6775,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:28+00:00,31,4.5088,90.1373,1.8399,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:29+00:00,32,4.441,90.3539,1.8641,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:30+00:00,33,4.501,91.5505,1.9388,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:31+00:00,34,4.4281,88.3119,1.9669,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:32+00:00,35,4.4597,87.8481,1.959,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:33+00:00,36,4.5501,87.6966,1.9296,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:34+00:00,37,4.6065,88.3017,2.0114,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:35+00:00,38,4.5678,87.5833,1.8564,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:36+00:00,39,4.7048,89.509,1.7363,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:37+00:00,40,4.6865,89.3627,1.6929,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:38+00:00,41,4.8319,90.6963,1.6604,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:39+00:00,42,4.7529,90.883,1.6835,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:40+00:00,43,4.7644,88.4243,1.7894,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:41+00:00,44,4.8733,87.147,1.9656,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:42+00:00,45,4.8889,89.5268,1.9645,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:43+00:00,46,4.9661,90.0198,1.7874,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:44+00:00,47,4.8879,89.7868,1.5964,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:45+00:00,48,4.8053,91.0672,1.4696,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:46+00:00,49,4.7993,90.0105,1.3828,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:47+00:00,50,4.6898,87.7452,1.1231,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:48+00:00,51,4.7805,86.9521,1.0165,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:49+00:00,52,4.6961,85.7581,0.9782,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:50+00:00,53,4.4558,85.4165,0.9361,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:51+00:00,54,4.5832,85.4928,1.1582,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:52+00:00,55,4.6344,85.4054,1.2081,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:53+00:00,56,4.6471,85.6803,1.4168,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:54+00:00,57,4.6485,86.6446,1.3966,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:55+00:00,58,4.5537,83.7656,1.2725,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:56+00:00,59,4.5671,83.959,1.3103,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:57+00:00,60,4.5145,86.1739,1.2863,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:58+00:00,61,4.3726,85.063,1.3666,NORMAL
pump,pump-0066,degrading,2026-01-01T03:43:59+00:00,62,4.497,85.6049,1.4525,NORMAL
pump,pump-0066,degrading,2026-01-01T03:44:00+00:00,63,4.5383,86.6439,1.4903,NORMAL
pump,pump-0066,degrading,2026-01-01T03:44:01+00:00,64,4.572,85.7777,1.3515,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:02+00:00,65,4.3928,85.0351,1.3701,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:03+00:00,66,4.3839,82.5022,1.4297,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:04+00:00,67,4.2442,84.423,1.4709,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:05+00:00,68,4.3677,85.5964,1.4248,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:06+00:00,69,4.2823,86.1026,1.3993,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:07+00:00,70,4.2973,87.6375,1.7892,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:08+00:00,71,4.5729,87.7666,1.7217,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:09+00:00,72,4.4964,91.8751,2.0779,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:10+00:00,73,4.5822,90.7907,2.0814,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:11+00:00,74,4.643,89.3878,2.1676,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:12+00:00,75,4.6449,86.9406,2.0136,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:13+00:00,76,4.4784,85.608,2.0986,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:14+00:00,77,4.607,87.1083,2.1433,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:15+00:00,78,4.6381,90.4232,1.7691,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:16+00:00,79,4.4949,85.3658,1.8191,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:17+00:00,80,4.5506,84.4307,1.6803,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:18+00:00,81,4.6267,85.2008,1.6725,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:19+00:00,82,4.5689,86.0392,1.762,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:20+00:00,83,4.4281,84.1217,1.6119,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:21+00:00,84,4.4621,85.4605,1.78,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:22+00:00,85,4.568,83.778,1.9903,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:23+00:00,86,4.6503,85.1837,1.9551,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:24+00:00,87,4.544,84.3076,1.903,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:25+00:00,88,4.5557,82.1253,1.7641,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:26+00:00,89,4.4846,81.9333,1.9608,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:27+00:00,90,4.466,81.0627,1.9881,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:28+00:00,91,4.2831,81.1837,2.0417,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:29+00:00,92,4.1949,81.6858,1.882,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:30+00:00,93,4.0877,82.226,1.9063,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:31+00:00,94,4.0798,83.4976,1.7992,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:32+00:00,95,4.2045,85.2999,1.8204,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:33+00:00,96,4.1981,82.7967,1.8134,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:34+00:00,97,4.3143,80.5639,1.9198,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:35+00:00,98,4.2004,80.0293,1.9861,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:36+00:00,99,4.2944,81.014,1.9455,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:37+00:00,100,4.1511,81.7666,2.0397,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:38+00:00,101,4.2352,80.6387,2.2421,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:39+00:00,102,4.3391,77.8897,2.1641,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:40+00:00,103,4.2574,81.2245,2.3725,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:41+00:00,104,4.3025,82.8666,2.3071,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:42+00:00,105,4.3429,83.9905,2.3392,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:43+00:00,106,4.2301,83.2111,2.0977,DEGRADATION
pump,pump-0066,degrading,2026-01-01T03:44:44+00:00,107,4.3806,86.4182,2.3824,DEGRADATION
