machine_type,session_id,scenario,timestamp,step,temperature,pressure,vibration,state
compressor,compressor-0077,healthy,2026-01-01T04:21:10+00:00,113,54.0148,7.4881,1.1468,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:11+00:00,114,53.2331,7.4299,1.282,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:12+00:00,115,52.4247,7.5181,1.4086,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:13+00:00,116,53.848,7.8278,1.4053,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:14+00:00,117,53.8852,7.6442,1.6208,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:15+00:00,118,52.9705,7.7175,1.5842,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:16+00:00,119,53.5685,7.637,1.5615,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:17+00:00,120,53.4378,7.5346,1.4757,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:18+00:00,121,53.7381,7.8131,1.6162,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:19+00:00,122,53.2513,7.7602,1.627,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:20+00:00,123,54.5463,7.8258,1.5593,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:21+00:00,124,53.7726,7.8468,1.5677,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:22+00:00,125,53.8396,7.7979,1.828,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:23+00:00,126,54.409,8.0234,1.7303,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:24+00:00,127,53.5769,8.0358,1.8209,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:25+00:00,128,54.6472,8.1758,1.6466,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:26+00:00,129,54.4793,8.2655,1.6785,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:27+00:00,130,54.191,8.076,1.59,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:28+00:00,131,56.0932,7.9093,1.5431,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:29+00:00,132,56.5936,7.8769,1.4175,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:30+00:00,133,57.3062,7.8327,1.3919,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:31+00:00,134,57.7484,7.9137,1.4799,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:32+00:00,135,57.7979,7.7967,1.5761,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:33+00:00,136,56.3398,7.8714,1.5181,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:34+00:00,137,54.978,7.9077,1.3995,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:35+00:00,138,55.1897,8.0337,1.296,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:36+00:00,139,55.2697,8.0015,1.2645,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:37+00:00,140,54.8358,7.9023,1.2359,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:38+00:00,141,55.6437,7.9087,1.212,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:39+00:00,142,53.568,7.8067,1.2021,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:40+00:00,143,52.5428,7.6029,1.1184,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:41+00:00,144,52.7283,7.9153,1.1881,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:42+00:00,145,52.9433,7.6236,1.297,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:43+00:00,146,52.961,7.5373,1.3515,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:44+00:00,147,53.3225,7.7124,1.343,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:45+00:00,148,53.3198,7.4707,1.4005,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:46+00:00,149,53.8104,7.4129,1.5324,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:47+00:00,150,53.421,7.428,1.5093,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:48+00:00,151,52.3103,7.3743,1.345,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:49+00:00,152,51.5811,7.3486,1.4791,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:50+00:00,153,53.1613,7.5881,1.494,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:51+00:00,154,53.3038,7.5492,1.505,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:52+00:00,155,54.7526,7.6489,1.5881,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:53+00:00,156,54.1301,7.8471,1.6548,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:54+00:00,157,55.7696,7.9011,1.6014,NORMAL
compressor,compressor-0077,healthy,2026-01-01T04:21:55+00:00,158,55.2696,8.2463,1.6101,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:21:56+00:00,0,50.4991,8.05,1.7005,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:21:57+00:00,1,49.9925,8.0065,1.7647,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:21:58+00:00,2,50.2244,8.0888,1.7557,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:21:59+00:00,3,50.2866,8.0364,1.7698,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:00+00:00,4,51.4441,8.1561,1.7411,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:01+00:00,5,52.3728,8.0517,1.849,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:02+00:00,6,53.3174,8.1094,1.8722,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:03+00:00,7,53.8056,8.3512,1.8428,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:04+00:00,8,54.7594,8.3225,1.8089,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:05+00:00,9,54.4777,8.2687,1.8616,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:06+00:00,10,53.7528,8.3197,2.0137,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:07+00:00,11,53.017,8.1832,2.308,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:08+00:00,12,52.9746,8.2272,2.1804,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:09+00:00,13,51.7234,8.2236,1.7716,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:10+00:00,14,52.2202,8.1309,1.828,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:11+00:00,15,51.1213,7.898,1.6344,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:12+00:00,16,51.2799,7.8139,1.6231,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:13+00:00,17,50.7227,7.7104,1.6538,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:14+00:00,18,51.1524,7.9822,1.7141,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:15+00:00,19,51.8201,7.8915,1.5669,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:16+00:00,20,51.9542,7.7973,1.4739,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:17+00:00,21,52.7379,7.6633,1.5047,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:18+00:00,22,52.3921,7.7308,1.4604,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:19+00:00,23,51.5338,7.853,1.3633,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:20+00:00,24,51.0069,7.929,1.3583,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:21+00:00,25,49.5078,7.999,1.3636,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:22+00:00,26,51.1111,8.1536,1.5613,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:23+00:00,27,50.2759,8.119,1.6192,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:24+00:00,28,50.2609,8.1419,1.7554,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:25+00:00,29,51.062,8.0991,1.6757,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:26+00:00,30,52.231,7.9806,1.8077,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:27+00:00,31,51.5902,7.9217,1.7685,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:28+00:00,32,51.1089,8.1729,1.8362,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:29+00:00,33,52.2458,8.2143,1.8555,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:30+00:00,34,52.0658,8.2337,1.8033,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:31+00:00,35,52.379,8.243,1.9183,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:32+00:00,36,52.7671,8.4347,1.849,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:33+00:00,37,53.5744,8.4783,1.8922,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:34+00:00,38,53.2069,8.4329,1.7404,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:35+00:00,39,53.468,8.4494,1.7629,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:36+00:00,40,52.4836,8.2417,1.7506,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:37+00:00,41,52.8345,8.181,1.6675,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:38+00:00,42,53.6869,8.2033,1.6286,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:39+00:00,43,54.2137,8.0079,1.4751,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:40+00:00,44,52.3414,7.9678,1.4668,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:41+00:00,45,52.6127,8.0837,1.3261,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:42+00:00,46,52.3317,8.1072,1.4137,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:43+00:00,47,51.2552,7.9913,1.5896,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:44+00:00,48,51.5911,8.0238,1.6386,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:45+00:00,49,51.3763,8.0818,1.4761,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:46+00:00,50,51.4505,8.0774,1.4025,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:47+00:00,51,50.3361,7.9577,1.4896,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:48+00:00,52,50.0695,8.1328,1.5064,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:49+00:00,53,48.7043,8.1829,1.6037,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:50+00:00,54,49.3543,8.0471,1.5646,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:51+00:00,55,49.3205,7.8702,1.5182,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:52+00:00,56,50.4888,7.7883,1.7298,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:53+00:00,57,49.4658,7.8782,1.6535,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:54+00:00,58,49.1058,7.7294,1.728,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:55+00:00,59,49.1187,7.7652,1.722,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:56+00:00,60,50.2236,7.9967,1.7316,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:57+00:00,61,50.7116,8.1836,1.6271,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:58+00:00,62,50.8567,8.2576,1.7188,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:22:59+00:00,63,51.7799,8.1676,1.7767,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:00+00:00,64,52.5428,8.1278,1.7121,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:01+00:00,65,52.3841,8.3804,1.5469,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:02+00:00,66,52.6328,8.5739,1.6564,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:03+00:00,67,52.9377,8.3191,1.7047,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:04+00:00,68,53.382,8.5077,1.7858,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:05+00:00,69,53.6501,8.3837,1.8445,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:06+00:00,70,54.9856,8.1975,1.5323,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:07+00:00,71,55.7,8.1849,1.5651,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:08+00:00,72,55.1914,8.2604,1.3996,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:09+00:00,73,54.4485,8.0412,1.5201,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:10+00:00,74,54.0501,8.1004,1.5198,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:11+00:00,75,53.9264,8.222,1.2951,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:12+00:00,76,53.0301,8.205,1.2923,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:13+00:00,77,52.6655,8.0113,1.0522,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:14+00:00,78,52.343,8.0051,1.0682,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:15+00:00,79,52.0613,7.9793,1.0578,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:16+00:00,80,51.1325,7.9965,0.8714,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:17+00:00,81,50.9225,8.1146,1.0984,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:18+00:00,82,50.6318,8.0941,1.2589,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:19+00:00,83,50.9856,8.0248,1.4423,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:20+00:00,84,49.8818,7.9201,1.4563,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:21+00:00,85,50.8376,8.0298,1.382,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:22+00:00,86,49.0267,7.9275,1.2677,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:23+00:00,87,49.7346,7.9583,1.4597,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:24+00:00,88,49.8156,7.9081,1.5365,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:25+00:00,89,49.8801,7.8148,1.6169,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:26+00:00,90,50.6259,7.9167,1.5854,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:27+00:00,91,50.7247,7.8615,1.5627,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:28+00:00,92,51.0538,7.906,1.6457,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:29+00:00,93,51.096,7.8363,1.6698,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:30+00:00,94,51.1096,7.7819,1.6565,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:31+00:00,95,52.0256,8.0678,1.6701,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:32+00:00,96,52.0294,8.3286,1.8084,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:33+00:00,97,50.682,8.3104,1.7416,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:34+00:00,98,50.7626,8.1992,1.6705,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:35+00:00,99,50.9787,8.1396,1.8048,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:36+00:00,100,52.0279,8.214,1.7187,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:37+00:00,101,52.0824,8.0465,1.7324,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:38+00:00,102,52.8192,8.219,1.5401,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:39+00:00,103,53.1462,8.2443,1.4967,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:40+00:00,104,53.1058,8.3137,1.4498,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:41+00:00,105,53.8671,8.3546,1.4452,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:42+00:00,106,53.9985,8.2832,1.6242,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:43+00:00,107,54.2429,8.0652,1.5433,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:44+00:00,108,53.224,7.9246,1.4902,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:45+00:00,109,52.1818,7.4536,1.4813,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:46+00:00,110,50.8018,7.4385,1.4457,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:47+00:00,111,50.3242,7.5272,1.3607,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:48+00:00,112,50.0682,7.5165,1.4293,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:49+00:00,113,50.7011,7.5901,1.4944,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:50+00:00,114,50.966,7.5151,1.5069,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:51+00:00,115,49.6996,7.6664,1.4973,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:52+00:00,116,50.1584,7.6858,1.5761,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:53+00:00,117,50.0868,7.6036,1.6497,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:54+00:00,118,49.8645,7.9905,1.8674,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:55+00:00,119,49.2923,7.9646,1.7262,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:56+00:00,120,49.0504,7.984,1.4709,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:57+00:00,121,49.3689,8.0266,1.5183,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:58+00:00,122,50.1275,7.8353,1.5623,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:23:59+00:00,123,50.1409,7.7639,1.5337,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:00+00:00,124,50.1511,7.862,1.5843,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:01+00:00,125,49.116,7.8906,1.571,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:02+00:00,126,49.9454,8.1447,1.6619,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:03+00:00,127,49.6132,8.1221,1.9289,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:04+00:00,128,49.8441,8.1346,1.8601,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:05+00:00,129,51.4689,8.1294,1.8575,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:06+00:00,130,51.8406,8.1287,1.8835,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:07+00:00,131,51.33,8.2366,1.8827,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:08+00:00,132,52.2737,8.0494,1.8314,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:09+00:00,133,52.5585,8.1814,1.8116,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:10+00:00,134,51.1868,7.9737,1.6462,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:11+00:00,135,51.4156,8.1344,1.697,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:12+00:00,136,51.8188,8.1132,1.7579,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:13+00:00,137,51.2258,7.9204,1.5864,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:14+00:00,138,50.6933,7.9307,1.4457,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:15+00:00,139,49.7911,7.7991,1.4471,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:16+00:00,140,50.859,7.9018,1.4619,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:17+00:00,141,49.5499,7.9385,1.5032,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:18+00:00,142,50.4324,7.8157,1.5751,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:19+00:00,143,50.0048,7.7746,1.7202,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:20+00:00,144,48.3858,7.7363,1.67,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:21+00:00,145,47.8563,7.6913,1.5543,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:22+00:00,146,48.418,7.801,1.7088,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:23+00:00,147,48.7838,7.97,1.5257,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:24+00:00,148,47.7636,7.8819,1.501,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:25+00:00,149,48.4872,7.942,1.4755,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:26+00:00,150,49.0841,7.8797,1.4284,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:27+00:00,151,49.2204,7.8379,1.5333,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:28+00:00,152,49.858,7.8816,1.6305,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:29+00:00,153,49.3519,8.0575,1.5587,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:30+00:00,154,49.517,8.1723,1.4266,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:31+00:00,155,50.4577,8.2966,1.2225,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:32+00:00,156,50.4711,8.2376,1.3332,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:33+00:00,157,51.8544,8.201,1.4289,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:34+00:00,158,51.006,8.3017,1.4812,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:35+00:00,159,52.018,8.3621,1.7365,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:36+00:00,160,51.8611,8.355,1.6935,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:37+00:00,161,51.6961,8.3745,1.7325,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:38+00:00,162,51.9347,8.3684,1.6826,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:39+00:00,163,52.6815,8.2833,1.6469,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:40+00:00,164,52.5745,8.3634,1.5621,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:41+00:00,165,54.0245,8.2992,1.6042,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:42+00:00,166,53.8345,8.3802,1.6327,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:43+00:00,167,53.8965,8.3866,1.5914,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:44+00:00,168,52.8973,8.1961,1.7495,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:45+00:00,169,53.2186,8.3318,1.5982,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:46+00:00,170,52.9832,8.1795,1.4402,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:47+00:00,171,52.3194,7.9432,1.3904,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:48+00:00,172,50.6903,7.8675,1.3725,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:49+00:00,173,50.5701,7.7565,1.2336,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:50+00:00,174,49.4152,7.705,1.2036,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:51+00:00,175,49.5598,7.7177,1.356,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:52+00:00,176,50.3068,7.7775,1.4101,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:53+00:00,177,49.7051,7.8853,1.3568,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:54+00:00,178,49.0383,7.7018,1.3249,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:55+00:00,179,49.5169,7.8096,1.6248,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:56+00:00,180,49.866,7.8438,1.6039,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:57+00:00,181,50.008,7.8737,1.6342,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:58+00:00,182,49.2362,7.8122,1.6428,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:24:59+00:00,183,50.8245,8.0208,1.7056,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:00+00:00,184,52.4068,7.9377,1.5384,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:01+00:00,185,52.302,8.0432,1.6811,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:02+00:00,186,51.6745,8.0686,1.5547,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:03+00:00,187,51.5992,8.136,1.6018,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:04+00:00,188,51.033,8.2503,1.6867,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:05+00:00,189,50.8974,8.125,1.7475,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:06+00:00,190,50.7465,7.959,1.7485,NORMAL
compressor,compressor-0078,healthy,2026-01-01T04:25:07+00:00,191,50.1991,7.8854,1.6966,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:08+00:00,0,50.9253,7.638,1.4458,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:09+00:00,1,51.2595,7.8246,1.4996,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:10+00:00,2,52.6675,7.9392,1.5005,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:11+00:00,3,51.551,8.0761,1.5442,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:12+00:00,4,52.6374,8.2133,1.5139,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:13+00:00,5,52.4338,8.2636,1.4431,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:14+00:00,6,56.6116,8.2049,1.3939,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:15+00:00,7,57.4152,8.199,1.4686,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:16+00:00,8,56.5212,8.1283,1.4511,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:17+00:00,9,56.3211,7.9936,1.2888,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:18+00:00,10,54.7297,7.953,1.3423,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:19+00:00,11,54.3562,7.915,1.2265,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:20+00:00,12,53.4917,7.9216,1.2959,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:21+00:00,13,54.0227,7.9649,1.5292,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:22+00:00,14,54.1746,7.9166,1.5663,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:23+00:00,15,53.8119,7.8478,1.5072,NORMAL
compressor,compressor-0079,healthy,2026-01-01T04:25:24+00:00,16,52.3567,7.6342,1.4662,NORMAL
